epoch,ACC,AUPR,AUROC,loss,lr,val_ACC,val_AUPR,val_AUROC,val_loss
0,0.584032416343689,0.6208685040473938,0.6233851909637451,0.7516562938690186,1e-04,0.7194154262542725,0.8017479777336121,0.7975568771362305,0.5563828945159912
1,0.7273001074790955,0.8045972585678101,0.8001668453216553,0.5644999146461487,1e-04,0.754994809627533,0.8450117111206055,0.8363872766494751,0.5075575113296509
2,0.7712013721466064,0.8495858311653137,0.8476710319519043,0.49445727467536926,1e-04,0.7687339186668396,0.8600965142250061,0.8512218594551086,0.48192837834358215
3,0.7918246388435364,0.8752621412277222,0.8724374771118164,0.4532451629638672,1e-04,0.7785866856575012,0.8683719038963318,0.8602190017700195,0.47466522455215454
4,0.8138026595115662,0.8927273750305176,0.8913894891738892,0.42005521059036255,1e-04,0.7755213975906372,0.8748065233230591,0.8666744232177734,0.5017034411430359
5,0.8287191987037659,0.9079543352127075,0.9062666893005371,0.3912343978881836,1e-04,0.7747002840042114,0.8725578188896179,0.8658271431922913,0.49721789360046387
6,0.842677891254425,0.9208817481994629,0.9189673662185669,0.36429646611213684,1e-04,0.785155177116394,0.878876268863678,0.8710019588470459,0.4738841652870178
7,0.8540637493133545,0.9315906763076782,0.9292734265327454,0.3410709798336029,1e-04,0.787399411201477,0.8768043518066406,0.8702225089073181,0.4869993031024933
8,0.865928590297699,0.9391639232635498,0.9377848505973816,0.32065391540527344,1e-04,0.7887130975723267,0.8785316944122314,0.8712126016616821,0.49424004554748535
9,0.8764112591743469,0.9464511275291443,0.9451944231987,0.30109408497810364,1e-04,0.7755213975906372,0.8777458071708679,0.8698275089263916,0.5305832624435425
10,0.8842527270317078,0.9527562260627747,0.9518125653266907,0.28256383538246155,1e-04,0.7829656600952148,0.8747819066047668,0.8695710897445679,0.562401294708252
11,0.8916699886322021,0.9583513736724854,0.9574763178825378,0.2656969130039215,1e-04,0.776616096496582,0.8711433410644531,0.8666412830352783,0.6029869318008423
12,0.8977460861206055,0.9623041749000549,0.9614565372467041,0.2526923418045044,1e-04,0.7878373265266418,0.8719267845153809,0.8674057722091675,0.5366008281707764
13,0.9039453864097595,0.9666885137557983,0.9657505750656128,0.23857051134109497,1e-04,0.785374104976654,0.8643640279769897,0.8647956252098083,0.5822404623031616
14,0.9081466197967529,0.9692818522453308,0.9685967564582825,0.2283516526222229,1e-04,0.7737697958946228,0.8697075247764587,0.8646880388259888,0.6540127992630005
15,0.9149617552757263,0.9727635383605957,0.9723253846168518,0.21430137753486633,1e-04,0.7759592533111572,0.8658123016357422,0.862066924571991,0.6721791625022888
16,0.9190946221351624,0.974877655506134,0.974707305431366,0.20483379065990448,1e-04,0.7819803953170776,0.8564101457595825,0.8611801266670227,0.6643366813659668
17,0.9226937294006348,0.9779739379882812,0.977217972278595,0.19451579451560974,1e-04,0.7815972566604614,0.8543955683708191,0.8599295020103455,0.6659818291664124
18,0.9258823394775391,0.97889643907547,0.978503406047821,0.18871961534023285,1e-04,0.778641402721405,0.8502470850944519,0.8592037558555603,0.6781262755393982
19,0.9406073093414307,0.9854449033737183,0.9852283596992493,0.1576254516839981,1e-05,0.7796814441680908,0.8579679727554321,0.8595192432403564,0.7135137915611267
20,0.9436864256858826,0.9864747524261475,0.9861261248588562,0.15144196152687073,1e-05,0.7808309197425842,0.8520467281341553,0.8581413626670837,0.7231053709983826
21,0.9460129141807556,0.9872788190841675,0.98707515001297,0.144931823015213,1e-05,0.779024600982666,0.8515236377716064,0.8573467135429382,0.7420542240142822
22,0.9468066096305847,0.9873765707015991,0.9873948097229004,0.14242835342884064,1e-05,0.7811046242713928,0.843976616859436,0.8553506135940552,0.7548814415931702
23,0.9481340646743774,0.9878745079040527,0.987922728061676,0.13961662352085114,1e-05,0.7797908782958984,0.8475674390792847,0.8560556769371033,0.7582013607025146
24,0.9480929970741272,0.9878885746002197,0.9880672097206116,0.13831165432929993,1e-05,0.7777656316757202,0.8498257994651794,0.855358898639679,0.7779098153114319
25,0.9493246674537659,0.988232433795929,0.9881978631019592,0.13731181621551514,1e-05,0.779243528842926,0.8442214727401733,0.8549798130989075,0.7696874737739563
26,0.9500910043716431,0.9879485368728638,0.9882621169090271,0.1366630494594574,1e-05,0.778641402721405,0.8459718823432922,0.8547247648239136,0.7739207148551941
27,0.9517331719398499,0.9889161586761475,0.9891697764396667,0.1315336674451828,1e-05,0.7783676981925964,0.8433387875556946,0.8545830249786377,0.7834272980690002
28,0.9503509998321533,0.9891253709793091,0.9891939759254456,0.1318616271018982,1e-05,0.778039276599884,0.8420881628990173,0.8535822629928589,0.7900038957595825
