epoch,ACC,AUPR,AUROC,loss,lr,val_ACC,val_AUPR,val_AUROC,val_loss
0,0.5038973689079285,0.49918437004089355,0.50187748670578,87.15968322753906,0.001,0.5009543895721436,0.5096178650856018,0.5118451714515686,44.9344367980957
1,0.5043745636940002,0.5080199837684631,0.5072323083877563,22.790210723876953,0.001,0.5001060366630554,0.5186364054679871,0.5219894051551819,9.324481010437012
2,0.5132827758789062,0.5138187408447266,0.516754686832428,4.403285503387451,0.001,0.5068929195404053,0.5328139066696167,0.5399473309516907,1.1599111557006836
3,0.5208653807640076,0.5248841643333435,0.5280759334564209,0.8260520100593567,0.001,0.5264050960540771,0.5476498603820801,0.5553570985794067,0.7838549017906189
4,0.5144493579864502,0.5309091210365295,0.5259860754013062,0.7865161299705505,0.001,0.5083774924278259,0.5585828423500061,0.5672658085823059,0.7845187187194824
5,0.5446736216545105,0.5636590123176575,0.5647199153900146,0.7795401215553284,0.001,0.5541887879371643,0.6081705093383789,0.6092448830604553,0.778278112411499
6,0.5674213767051697,0.621924877166748,0.6025575399398804,0.7687072157859802,0.001,0.6237539649009705,0.69371098279953,0.6727432012557983,0.7632832527160645
7,0.6233628392219543,0.7121990919113159,0.6714699864387512,0.7308915853500366,0.001,0.6841993927955627,0.7701951861381531,0.7256312370300293,0.7206762433052063
8,0.6770772337913513,0.7752450108528137,0.7262170314788818,0.6806135177612305,0.001,0.6965005397796631,0.7926475405693054,0.7463372349739075,0.6813491582870483
9,0.7077787518501282,0.7993661761283875,0.7522845268249512,0.6496232748031616,0.001,0.7020148634910583,0.8020000457763672,0.7546993494033813,0.6674506664276123
10,0.7213531732559204,0.8171278238296509,0.7705932259559631,0.6291072368621826,0.001,0.7047719955444336,0.8087542653083801,0.7634602785110474,0.6560094356536865
11,0.7323293685913086,0.8282163143157959,0.7853609323501587,0.615226686000824,0.001,0.7079533338546753,0.8126910328865051,0.7695872783660889,0.6440402865409851
12,0.7365713715553284,0.8352303504943848,0.793097198009491,0.6074934005737305,0.001,0.7096500396728516,0.8130155205726624,0.7701589465141296,0.6435508728027344
13,0.7436767816543579,0.8447015285491943,0.8082109093666077,0.597930371761322,0.001,0.7107105255126953,0.8181360363960266,0.7769356369972229,0.6395928263664246
14,0.750835120677948,0.8491398692131042,0.813639223575592,0.5923061966896057,0.001,0.7085896134376526,0.8203368186950684,0.7799227237701416,0.6403960585594177
15,0.7632430195808411,0.8592911958694458,0.8259772658348083,0.5806635022163391,0.001,0.7109225988388062,0.8216668963432312,0.7825992107391357,0.6364808082580566
16,0.768969714641571,0.8631958365440369,0.8305238485336304,0.5736520886421204,0.001,0.7098621129989624,0.8252513408660889,0.787872850894928,0.6400992274284363
17,0.7701892852783203,0.8662997484207153,0.8358317613601685,0.5682663321495056,0.001,0.712195098400116,0.8253958821296692,0.7875887155532837,0.6335716843605042
18,0.7771885991096497,0.8696531653404236,0.8402621150016785,0.5621553063392639,0.001,0.7104983925819397,0.8269323706626892,0.7906649708747864,0.6360746622085571
19,0.7810594439506531,0.8736242651939392,0.8442128300666809,0.5579124093055725,0.001,0.7109225988388062,0.8283738493919373,0.7924827337265015,0.6388959884643555
20,0.7840818762779236,0.8756794929504395,0.8467715382575989,0.555054783821106,0.001,0.7134676575660706,0.8281667828559875,0.7931614518165588,0.6357588768005371
21,0.7854605317115784,0.8791140913963318,0.8510221242904663,0.5481401085853577,0.001,0.7179215550422668,0.829750120639801,0.7965312004089355,0.632231593132019
22,0.7854605317115784,0.8812341690063477,0.8537214398384094,0.5466439723968506,0.001,0.7162247896194458,0.8312304615974426,0.7978504300117493,0.6317671537399292
23,0.7906039357185364,0.8824803829193115,0.856599748134613,0.5431671738624573,0.001,0.7196182608604431,0.8316043615341187,0.79803466796875,0.6316932439804077
24,0.7907630205154419,0.8859715461730957,0.8603299856185913,0.5397364497184753,0.001,0.7221633195877075,0.8338265419006348,0.8014294505119324,0.6262551546096802
25,0.8005196452140808,0.8906251788139343,0.8653562664985657,0.5306147336959839,0.001,0.7223753929138184,0.8360376358032227,0.8042277097702026,0.6292728781700134
26,0.8003605604171753,0.8915655016899109,0.8654605746269226,0.5290801525115967,0.001,0.7242841720581055,0.8376756906509399,0.8067831993103027,0.6295260787010193
27,0.8026406764984131,0.8926280736923218,0.8690605759620667,0.5270897746086121,0.001,0.7276776432991028,0.8404273986816406,0.810996949672699,0.6271985173225403
28,0.8062463402748108,0.8950526118278503,0.8734074831008911,0.5210574865341187,0.001,0.733191967010498,0.8432309031486511,0.812622606754303,0.6265405416488647
29,0.8075189590454102,0.8963188529014587,0.8725548982620239,0.5196918249130249,0.001,0.7325556874275208,0.8441301584243774,0.8141486048698425,0.6201821565628052
30,0.8117609620094299,0.8970566391944885,0.8737241625785828,0.5169474482536316,0.001,0.7310710549354553,0.8451862335205078,0.8156296014785767,0.6253509521484375
31,0.811495840549469,0.8998810648918152,0.8777013421058655,0.5135967135429382,0.001,0.7268292903900146,0.8469343781471252,0.818000316619873,0.6371449828147888
32,0.8083673715591431,0.8989267945289612,0.875545859336853,0.5149378776550293,0.001,0.7346765398979187,0.8479244112968445,0.8184839487075806,0.625485897064209
33,0.814359188079834,0.9010430574417114,0.8800567388534546,0.5084858536720276,0.001,0.7340403199195862,0.8479698896408081,0.818271279335022,0.6264824867248535
34,0.8144652247428894,0.9024872779846191,0.8800683617591858,0.5085791349411011,0.001,0.7346765398979187,0.8488144278526306,0.8194778561592102,0.6278401613235474
35,0.8127154111862183,0.9000856876373291,0.8777625560760498,0.512445867061615,0.001,0.7361611723899841,0.849955677986145,0.8203963041305542,0.6299704313278198
36,0.8127154111862183,0.9001931548118591,0.8787904381752014,0.510750412940979,0.001,0.7384941577911377,0.8493064641952515,0.8193053603172302,0.6218189597129822
37,0.8110185861587524,0.9031716585159302,0.8810127377510071,0.5069599151611328,0.001,0.7389183640480042,0.8494138717651367,0.8191189765930176,0.6194726228713989
38,0.8173285722732544,0.9045426249504089,0.8827335834503174,0.5049538612365723,0.001,0.7389183640480042,0.8505123853683472,0.8200287222862244,0.6239175200462341
39,0.8174876570701599,0.9050446152687073,0.8845446705818176,0.5037279725074768,0.001,0.7372216582298279,0.8512169718742371,0.8211835026741028,0.6330130696296692
40,0.8151015639305115,0.9036459922790527,0.8833673000335693,0.5063449740409851,0.001,0.7397667169570923,0.8503345251083374,0.8204571604728699,0.6210861802101135
41,0.8159499168395996,0.9023446440696716,0.881339967250824,0.505051851272583,0.001,0.7357370257377625,0.8514660000801086,0.8219477534294128,0.6342700719833374
42,0.8134047389030457,0.9038496613502502,0.8830860257148743,0.5043932199478149,0.001,0.7363733053207397,0.8505222797393799,0.8210650682449341,0.6393898725509644
43,0.8152605891227722,0.9032256603240967,0.8823150992393494,0.5056143403053284,0.001,0.7344644665718079,0.851141095161438,0.8219535946846008,0.6400097608566284
44,0.8156847953796387,0.9059902429580688,0.8847056031227112,0.501661479473114,0.001,0.7325556874275208,0.8508145213127136,0.8214927315711975,0.6402511596679688
45,0.8175936937332153,0.9062550067901611,0.8842883110046387,0.501971960067749,0.001,0.735312819480896,0.8515874147415161,0.8215774893760681,0.6344723701477051
46,0.8180178999900818,0.9048593640327454,0.8843486905097961,0.5034821033477783,0.001,0.7344644665718079,0.8511843681335449,0.821213960647583,0.6450719833374023
47,0.8198738098144531,0.9080855250358582,0.8878814578056335,0.49685701727867126,0.001,0.7404029965400696,0.8513058423995972,0.8214612007141113,0.6303665637969971
48,0.8211994171142578,0.9068623185157776,0.8861735463142395,0.49947571754455566,0.001,0.7370095252990723,0.8516229391098022,0.8219311237335205,0.6342830657958984
49,0.8180709481239319,0.9072043299674988,0.8852618932723999,0.5008518099784851,0.001,0.740190863609314,0.8512390851974487,0.8213551640510559,0.6230320334434509
