epoch,ACC,AUPR,AUROC,loss,lr,val_ACC,val_AUPR,val_AUROC,val_loss
0,0.5157272219657898,0.5191985964775085,0.5238628387451172,0.8139557242393494,1e-04,0.5637040138244629,0.6333969235420227,0.6403091549873352,0.7033241391181946
1,0.6105557084083557,0.6409935355186462,0.6541708707809448,0.7141150832176208,1e-04,0.51866614818573,0.7382739782333374,0.7415606379508972,1.117455244064331
2,0.6958182454109192,0.7748511433601379,0.7680598497390747,0.6069511771202087,1e-04,0.6574996709823608,0.8029776811599731,0.7999703288078308,0.6858131289482117
3,0.7669976949691772,0.8597554564476013,0.8458446264266968,0.5041747689247131,1e-04,0.7644479870796204,0.8576847314834595,0.842244565486908,0.5254740715026855
4,0.8175507187843323,0.9038408994674683,0.8927040696144104,0.42604485154151917,1e-04,0.7776006460189819,0.8869780898094177,0.8765202760696411,0.4904634952545166
5,0.8447869420051575,0.9273381233215332,0.9183953404426575,0.372687429189682,1e-04,0.7793277502059937,0.9032753705978394,0.8923640847206116,0.5138695240020752
6,0.8625568747520447,0.9399855136871338,0.9332258105278015,0.33882400393486023,1e-04,0.7834462523460388,0.912175178527832,0.902718722820282,0.530098557472229
7,0.8776364326477051,0.9496243000030518,0.9433135390281677,0.3113710582256317,1e-04,0.7866348028182983,0.9207425117492676,0.9109077453613281,0.5358961224555969
8,0.8858737349510193,0.9540756940841675,0.9495071768760681,0.2940378189086914,1e-04,0.7756078243255615,0.9244250059127808,0.9147060513496399,0.5762173533439636
9,0.8955724835395813,0.9595205783843994,0.9551957845687866,0.2770354449748993,1e-04,0.7659093737602234,0.9278110265731812,0.9187052845954895,0.5919960141181946
10,0.89886075258255,0.9635525345802307,0.9592827558517456,0.26385435461997986,1e-04,0.771755039691925,0.9319133162498474,0.9227985143661499,0.5998602509498596
11,0.9053376317024231,0.9660401940345764,0.9625241756439209,0.2527413070201874,1e-04,0.8093529939651489,0.9331333041191101,0.9243031740188599,0.5434147715568542
12,0.9090244770050049,0.9685467481613159,0.9648590683937073,0.2444421648979187,1e-04,0.8148000240325928,0.9340229034423828,0.9264199733734131,0.46496888995170593
13,0.9133756160736084,0.9695214629173279,0.9669637084007263,0.23737658560276031,1e-04,0.7928789854049683,0.9383542537689209,0.9299221634864807,0.5416042804718018
