epoch,ACC,AUPR,AUROC,loss,lr,val_ACC,val_AUPR,val_AUROC,val_loss
0,0.5094649791717529,0.512650191783905,0.5147576928138733,0.8230419754981995,1e-04,0.5582184791564941,0.5883439779281616,0.5923094749450684,0.6817073225975037
1,0.5601039528846741,0.5731666088104248,0.58260577917099,0.760101854801178,1e-04,0.5809119939804077,0.6890009641647339,0.6778445243835449,0.7068295478820801
2,0.6188026666641235,0.6587244272232056,0.6651024222373962,0.6967384815216064,1e-04,0.5673382878303528,0.7177474498748779,0.7132848501205444,0.7777813673019409
3,0.6519433856010437,0.6986802220344543,0.7070292234420776,0.6588622331619263,1e-04,0.6712619066238403,0.7386402487754822,0.7349882125854492,0.6072566509246826
4,0.687894344329834,0.7521272897720337,0.7536712884902954,0.6115685701370239,1e-04,0.582608699798584,0.7647133469581604,0.7546475529670715,0.8625917434692383
5,0.7154673933982849,0.7888741493225098,0.7852052450180054,0.5780467391014099,1e-04,0.6678684949874878,0.7861815690994263,0.7723676562309265,0.6533072590827942
6,0.7399119734764099,0.8213783502578735,0.8100380301475525,0.5436962842941284,1e-04,0.7049840688705444,0.8054888844490051,0.7867059111595154,0.5727118849754333
7,0.7608038783073425,0.8499830961227417,0.8363321423530579,0.5049784779548645,1e-04,0.655143141746521,0.8178656101226807,0.7973974347114563,0.6849603652954102
8,0.7766583561897278,0.8640603423118591,0.8494903445243835,0.4837338328361511,1e-04,0.6576882004737854,0.8282979726791382,0.805292546749115,0.9505173563957214
9,0.7937854528427124,0.8802045583724976,0.8651618361473083,0.45526614785194397,1e-04,0.7253446578979492,0.8407991528511047,0.8204360604286194,0.5515691041946411
10,0.8047616481781006,0.8919262886047363,0.8749927878379822,0.4355485737323761,1e-04,0.7420997023582458,0.8464169502258301,0.8269224762916565,0.5275590419769287
11,0.8063523769378662,0.8954208493232727,0.8812971711158752,0.4266274571418762,1e-04,0.7514315843582153,0.8516048789024353,0.8328173160552979,0.4967907667160034
12,0.8155787587165833,0.9037600755691528,0.8899183869361877,0.4108770787715912,1e-04,0.7185577750205994,0.855944812297821,0.8384121060371399,0.5768551826477051
13,0.8207752108573914,0.9082451462745667,0.8940798044204712,0.40187904238700867,1e-04,0.7514315843582153,0.8578568696975708,0.8412467837333679,0.5067915916442871
14,0.822684109210968,0.9109413623809814,0.8975752592086792,0.3966678977012634,1e-04,0.6998939514160156,0.8616912364959717,0.8437616229057312,0.7160575985908508
15,0.8246460556983948,0.9102323651313782,0.8982961773872375,0.3963859975337982,1e-04,0.763308584690094,0.8611048460006714,0.8448801636695862,0.4855975806713104
16,0.8328118920326233,0.91468346118927,0.9028090834617615,0.38729923963546753,1e-04,0.6852598190307617,0.8630068302154541,0.8470553159713745,0.6703797578811646
17,0.8304787874221802,0.9188296794891357,0.9069599509239197,0.3783973753452301,1e-04,0.7056203484535217,0.865891695022583,0.8491663932800293,0.7729330658912659
18,0.8378493189811707,0.9187639951705933,0.909534215927124,0.37544339895248413,1e-04,0.6933192014694214,0.8652873039245605,0.8491559624671936,0.7748351097106934
19,0.8392809629440308,0.923236608505249,0.9134564995765686,0.36662933230400085,1e-04,0.7253446578979492,0.8684225678443909,0.8526020646095276,0.611825168132782
