epoch,ACC,AUPR,AUROC,loss,lr,val_ACC,val_AUPR,val_AUROC,val_loss
0,0.6916910409927368,0.7888542413711548,0.7751191854476929,0.7873120307922363,1e-04,0.7506209015846252,0.911969006061554,0.9062162041664124,0.8007111549377441
1,0.8947954773902893,0.9586280584335327,0.9564357995986938,0.4521515667438507,1e-04,0.8407596945762634,0.9384409189224243,0.9341832399368286,0.5693191289901733
2,0.9210920333862305,0.9738872051239014,0.9724711179733276,0.38718539476394653,1e-04,0.8565376400947571,0.9469092488288879,0.9432980418205261,0.5360069870948792
3,0.9327976703643799,0.9808999300003052,0.9803609251976013,0.34658360481262207,1e-04,0.8629656434059143,0.9522213935852051,0.9486645460128784,0.5224777460098267
4,0.9437363147735596,0.9851803779602051,0.9848482012748718,0.31553900241851807,1e-04,0.8753834962844849,0.9534533619880676,0.9497787952423096,0.4984465539455414
5,0.9526113867759705,0.9888204336166382,0.9889528155326843,0.2856301963329315,1e-04,0.883783757686615,0.9548523426055908,0.95173180103302,0.4542131721973419
6,0.9586194157600403,0.9911397695541382,0.9911980032920837,0.2654358148574829,1e-04,0.8867056369781494,0.9567874670028687,0.9544100165367126,0.4412304759025574
7,0.965029239654541,0.9934383630752563,0.9935218691825867,0.24286635220050812,1e-04,0.8826150298118591,0.9565057754516602,0.9527544379234314,0.5086351037025452
8,0.9705624580383301,0.9946677684783936,0.9948933124542236,0.22625163197517395,1e-04,0.8844411969184875,0.957703709602356,0.9548325538635254,0.46868544816970825
9,0.9734842777252197,0.9952735900878906,0.9957025051116943,0.2135949432849884,1e-04,0.8700511455535889,0.9555588960647583,0.9472861289978027,0.5932071208953857
10,0.9776479005813599,0.9965412616729736,0.9968546032905579,0.19983012974262238,1e-04,0.8832724690437317,0.9505367279052734,0.9443470239639282,0.590578019618988
11,0.97757488489151,0.9967246055603027,0.9970375895500183,0.19572864472866058,1e-04,0.8815923929214478,0.9569981098175049,0.9518818855285645,0.5110684037208557
12,0.9835646748542786,0.9977498650550842,0.9979898929595947,0.17914935946464539,1e-04,0.8789627552032471,0.9515666961669922,0.9452616572380066,0.5849551558494568
13,0.9840394258499146,0.9980270266532898,0.9982021450996399,0.17440718412399292,1e-04,0.885975182056427,0.9484242796897888,0.9473899006843567,0.5308545231819153
14,0.9857195019721985,0.9981368780136108,0.9984177350997925,0.1674802303314209,1e-04,0.8726807832717896,0.9468184113502502,0.9364622831344604,0.6730917692184448
15,0.9862308502197266,0.998523473739624,0.9985984563827515,0.16340844333171844,1e-04,0.8863403797149658,0.9445101022720337,0.9449195861816406,0.5383244156837463
16,0.9875821471214294,0.9987353086471558,0.9989251494407654,0.15776130557060242,1e-04,0.8887509107589722,0.9415997266769409,0.9465064406394958,0.5320999026298523
17,0.9879108667373657,0.9988507628440857,0.9989110231399536,0.15450650453567505,1e-04,0.8758217692375183,0.9483994245529175,0.9417837858200073,0.6116160750389099
18,0.9888057112693787,0.9990171194076538,0.999070405960083,0.15007425844669342,1e-04,0.8699050545692444,0.9406949877738953,0.9276655912399292,0.7544924020767212
19,0.9929327964782715,0.9992875456809998,0.9993739724159241,0.1393379122018814,1e-05,0.8835646510124207,0.94002366065979,0.9364387392997742,0.6540871262550354
20,0.9943206906318665,0.9995635747909546,0.9995335936546326,0.13522472977638245,1e-05,0.8823228478431702,0.9360519647598267,0.9326856732368469,0.6792506575584412
21,0.9948867559432983,0.9996500015258789,0.9996824860572815,0.13173677027225494,1e-05,0.880350649356842,0.9345401525497437,0.9285510182380676,0.7210332155227661
22,0.9953615665435791,0.9995430111885071,0.9996440410614014,0.131098210811615,1e-05,0.8815923929214478,0.9329081773757935,0.927148699760437,0.7335488796234131
23,0.9953798651695251,0.9995351433753967,0.9995835423469543,0.13077035546302795,1e-05,0.8794010281562805,0.9341042041778564,0.9268345236778259,0.743380069732666
24,0.9957816004753113,0.999592661857605,0.9996131658554077,0.12870290875434875,1e-05,0.8833454847335815,0.9315761923789978,0.9279559254646301,0.724854052066803
25,0.9956355094909668,0.9995380640029907,0.9996212124824524,0.12909400463104248,1e-05,0.88517165184021,0.9298337697982788,0.9288646578788757,0.7139683365821838
26,0.9959276914596558,0.9996491074562073,0.9997076988220215,0.1273466944694519,1e-05,0.8831993937492371,0.9300368428230286,0.9253745079040527,0.7501714825630188
27,0.9960007071495056,0.9996378421783447,0.9996307492256165,0.12661059200763702,1e-05,0.8843681812286377,0.9285666942596436,0.9253692626953125,0.7400875091552734
28,0.9962928891181946,0.9995144605636597,0.9995660185813904,0.12665273249149323,1e-05,0.8786705732345581,0.9305641651153564,0.9222835898399353,0.7763769030570984
